x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041,x042,x043,x044,x045,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057,x058,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,class
0.988550,0.641221,0.103053,0.099237,0.167939,0.125954,0.087786,0.083969,0.068702,0.068702,0.076336,0.076336,0.072519,0.061069,0.083969,0.083969,0.076336,0.076336,0.099237,0.106870,0.091603,0.099237,0.114504,0.103053,0.095420,0.099237,0.118321,0.110687,0.095420,0.099237,0.114504,0.118321,0.110687,0.125954,0.164122,0.175573,0.171756,0.156489,0.164122,0.152672,0.118321,0.110687,0.110687,0.103053,0.091603,0.083969,0.095420,0.091603,0.080153,0.083969,0.095420,0.099237,0.076336,0.080153,0.083969,0.087786,0.068702,0.061069,0.095420,0.114504,0.118321,0.118321,0.156489,0.171756,0.122137,0.099237,0.106870,0.103053,0.076336,0.049618,0.045802,0.053435,0.041985,0.038168,0.057252,0.041985,0.000000,0.187023,0.656489,1.000000,0.484733,0.015267,0.125954,0.171756,0.091603,0.068702,0.076336,0.076336,0.061069,0.061069,0.072519,0.076336,0.072519,0.080153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.671123,0.058824,0.093583,0.058824,0.000000,0.010695,0.008021,0.000000,0.042781,0.136364,0.232620,0.270053,0.280749,0.310160,0.302139,0.328877,0.331551,0.352941,0.350267,0.387701,0.393048,0.419786,0.441176,0.465241,0.473262,0.510695,0.510695,0.518717,0.516043,0.489305,0.446524,0.422460,0.371658,0.334225,0.310160,0.294118,0.251337,0.243316,0.227273,0.224599,0.221925,0.232620,0.224599,0.237968,0.232620,0.245989,0.229947,0.251337,0.232620,0.237968,0.243316,0.232620,0.227273,0.254011,0.264706,0.288770,0.307487,0.344920,0.355615,0.377005,0.347594,0.304813,0.237968,0.237968,0.213904,0.213904,0.200535,0.197861,0.197861,0.208556,0.205882,0.200535,0.229947,0.302139,0.540107,0.930481,0.949198,0.299465,0.032086,0.101604,0.029412,0.005348,0.026738,0.000000,0.016043,0.106952,0.187166,0.280749,0.302139,0.334225,0.320856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.919132,0.710059,0.528600,0.303748,0.155819,0.033531,0.013807,0.021696,0.031558,0.076923,0.110454,0.132150,0.159763,0.169625,0.177515,0.175542,0.169625,0.165680,0.163708,0.159763,0.153846,0.153846,0.151874,0.151874,0.149901,0.145957,0.155819,0.159763,0.169625,0.181460,0.199211,0.213018,0.222880,0.248521,0.264300,0.284024,0.295858,0.315582,0.323471,0.339251,0.353057,0.355030,0.358974,0.358974,0.362919,0.357002,0.351085,0.341223,0.345168,0.345168,0.349112,0.341223,0.341223,0.335306,0.353057,0.357002,0.353057,0.353057,0.353057,0.358974,0.351085,0.317554,0.293886,0.268245,0.270217,0.262327,0.264300,0.268245,0.266272,0.266272,0.264300,0.266272,0.268245,0.270217,0.274162,0.276134,0.278107,0.280079,0.280079,0.280079,0.280079,0.260355,0.280079,0.404339,0.558185,0.666667,0.822485,0.960552,0.984221,0.940828,0.731755,0.538462,0.325444,0.142012,0.025641,0.000000,0.013807,0.019724,0.069034,0.104536,0.116371,0.145957,0.159763,0.167653,0.169625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.987113,0.711340,0.242268,0.105670,0.172680,0.105670,0.061856,0.041237,0.056701,0.048969,0.085052,0.056701,0.059278,0.043814,0.072165,0.054124,0.056701,0.054124,0.067010,0.056701,0.048969,0.059278,0.082474,0.079897,0.077320,0.095361,0.105670,0.115979,0.105670,0.134021,0.131443,0.141753,0.123711,0.136598,0.144330,0.139175,0.123711,0.131443,0.128866,0.141753,0.115979,0.118557,0.123711,0.121134,0.087629,0.097938,0.087629,0.108247,0.074742,0.085052,0.092784,0.108247,0.082474,0.103093,0.095361,0.110825,0.085052,0.105670,0.097938,0.110825,0.097938,0.123711,0.134021,0.139175,0.144330,0.175258,0.213918,0.224227,0.216495,0.213918,0.203608,0.177835,0.162371,0.131443,0.126289,0.092784,0.074742,0.067010,0.077320,0.079897,0.069588,0.030928,0.000000,0.005155,0.231959,0.530928,0.817010,0.953608,0.953608,0.847938,0.533505,0.118557,0.087629,0.131443,0.090206,0.025773,0.018041,0.018041,0.033505,0.020619,0.012887,0.002577,0.030928,0.023196,0.030928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.659919,0.255061,0.230769,0.139676,0.004049,0.000000,0.085020,0.194332,0.263158,0.275304,0.289474,0.299595,0.301619,0.305668,0.315789,0.319838,0.319838,0.321862,0.331984,0.334008,0.336032,0.338057,0.350202,0.362348,0.364372,0.372470,0.386640,0.404858,0.408907,0.425101,0.445344,0.463563,0.473684,0.489879,0.512146,0.524292,0.526316,0.532389,0.548583,0.544534,0.544534,0.528340,0.516194,0.500000,0.469636,0.437247,0.412955,0.392713,0.376518,0.354251,0.350202,0.344130,0.331984,0.327935,0.336032,0.334008,0.331984,0.329960,0.336032,0.338057,0.329960,0.331984,0.334008,0.338057,0.331984,0.329960,0.329960,0.329960,0.325911,0.317814,0.315789,0.317814,0.313765,0.309717,0.315789,0.319838,0.307692,0.307692,0.313765,0.315789,0.309717,0.303644,0.307692,0.315789,0.317814,0.303644,0.315789,0.311741,0.317814,0.334008,0.342105,0.362348,0.372470,0.388664,0.388664,0.378543,0.356275,0.331984,0.319838,0.319838,0.307692,0.297571,0.301619,0.307692,0.303644,0.297571,0.309717,0.281377,0.210526,0.384615,0.862348,0.947368,0.376518,0.192308,0.210526,0.074899,0.006073,0.048583,0.147773,0.240891,0.283401,0.297571,0.313765,0.319838,0
1.000000,0.884977,0.161972,0.014085,0.112676,0.126761,0.129108,0.119718,0.115023,0.107981,0.112676,0.105634,0.119718,0.117371,0.124413,0.126761,0.124413,0.124413,0.136150,0.133803,0.145540,0.154930,0.171362,0.173709,0.197183,0.206573,0.234742,0.253521,0.288732,0.300469,0.335681,0.347418,0.361502,0.356808,0.373239,0.356808,0.345070,0.309859,0.291080,0.253521,0.239437,0.211268,0.199531,0.183099,0.187793,0.169014,0.180751,0.169014,0.173709,0.169014,0.178404,0.173709,0.178404,0.180751,0.190141,0.178404,0.187793,0.178404,0.180751,0.180751,0.180751,0.176056,0.183099,0.169014,0.176056,0.169014,0.166667,0.157277,0.161972,0.150235,0.157277,0.147887,0.154930,0.140845,0.147887,0.140845,0.143192,0.138498,0.143192,0.133803,0.140845,0.126761,0.143192,0.138498,0.152582,0.154930,0.171362,0.171362,0.180751,0.176056,0.183099,0.164319,0.157277,0.159624,0.154930,0.140845,0.126761,0.117371,0.115023,0.100939,0.115023,0.110329,0.110329,0.107981,0.110329,0.093897,0.061033,0.117371,0.356808,0.741784,0.948357,0.521127,0.028169,0.000000,0.122066,0.103286,0.115023,0.093897,0.105634,0.096244,0.098592,0.091549,0.096244,0.093897,0.103286,0
1.000000,0.832891,0.668435,0.408488,0.302387,0.161804,0.092838,0.042440,0.023873,0.000000,0.026525,0.029178,0.031830,0.026525,0.037135,0.031830,0.050398,0.031830,0.047745,0.037135,0.045093,0.034483,0.037135,0.034483,0.047745,0.039788,0.063660,0.076923,0.100796,0.111406,0.145889,0.167109,0.193634,0.196286,0.220159,0.206897,0.214854,0.183024,0.177719,0.164456,0.175066,0.156499,0.159151,0.148541,0.159151,0.148541,0.148541,0.137931,0.148541,0.129973,0.145889,0.140584,0.143236,0.129973,0.143236,0.135279,0.137931,0.140584,0.156499,0.132626,0.148541,0.143236,0.156499,0.153846,0.161804,0.167109,0.201592,0.183024,0.230769,0.241379,0.267905,0.254642,0.249337,0.198939,0.151194,0.116711,0.124668,0.108753,0.124668,0.129973,0.143236,0.137931,0.148541,0.129973,0.145889,0.135279,0.291777,0.543767,0.798409,0.931035,0.909814,0.708223,0.480106,0.336870,0.217507,0.137931,0.079576,0.055703,0.055703,0.029178,0.047745,0.047745,0.058355,0.045093,0.061008,0.053050,0.061008,0.053050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.744094,0.163386,0.066929,0.196850,0.133858,0.088583,0.094488,0.094488,0.080709,0.072835,0.070866,0.074803,0.072835,0.059055,0.074803,0.074803,0.062992,0.062992,0.070866,0.072835,0.068898,0.072835,0.084646,0.092520,0.096457,0.102362,0.125984,0.129921,0.139764,0.161417,0.188976,0.208661,0.208661,0.222441,0.255906,0.273622,0.287402,0.289370,0.293307,0.273622,0.242126,0.214567,0.196850,0.171260,0.141732,0.124016,0.124016,0.120079,0.102362,0.096457,0.116142,0.116142,0.114173,0.110236,0.118110,0.125984,0.116142,0.114173,0.124016,0.129921,0.120079,0.114173,0.122047,0.124016,0.114173,0.104331,0.108268,0.100394,0.092520,0.090551,0.102362,0.092520,0.086614,0.076772,0.076772,0.082677,0.080709,0.066929,0.082677,0.078740,0.082677,0.068898,0.072835,0.094488,0.096457,0.106299,0.133858,0.153543,0.161417,0.206693,0.234252,0.222441,0.208661,0.161417,0.104331,0.072835,0.070866,0.061024,0.072835,0.070866,0.057087,0.062992,0.074803,0.072835,0.059055,0.206693,0.608268,0.966535,0.899606,0.318898,0.000000,0.151575,0.145669,0.076772,0.076772,0.086614,0.076772,0.070866,0.074803,0.072835,0.070866,0.066929,0.076772,0.074803,0
1.000000,0.747212,0.193309,0.000000,0.003717,0.059480,0.029740,0.092937,0.126394,0.115242,0.141264,0.171004,0.208178,0.241636,0.252788,0.237918,0.234201,0.260223,0.263941,0.260223,0.241636,0.252788,0.271375,0.256506,0.256506,0.282528,0.293680,0.289963,0.297398,0.312268,0.334572,0.342007,0.353160,0.375465,0.427509,0.442379,0.460967,0.483271,0.501859,0.494424,0.475836,0.472119,0.472119,0.434944,0.394052,0.353160,0.345725,0.286245,0.249071,0.230483,0.223048,0.197026,0.185874,0.174721,0.204461,0.208178,0.200743,0.219331,0.230483,0.234201,0.215613,0.211896,0.226766,0.215613,0.237918,0.245353,0.249071,0.237918,0.237918,0.245353,0.256506,0.252788,0.230483,0.241636,0.260223,0.249071,0.241636,0.249071,0.260223,0.249071,0.256506,0.531599,0.855019,0.546468,0.063197,0.014870,0.074349,0.055762,0.048327,0.111524,0.111524,0.092937,0.104089,0.189591,0.245353,0.237918,0.219331,0.219331,0.241636,0.241636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.974462,0.970430,0.533602,0.040323,0.145161,0.251344,0.208333,0.188172,0.190860,0.196237,0.202957,0.201613,0.205645,0.212366,0.227151,0.228495,0.229839,0.229839,0.244624,0.258065,0.264785,0.278226,0.299731,0.305108,0.319892,0.338710,0.348118,0.348118,0.340054,0.346774,0.342742,0.327957,0.302419,0.283602,0.267473,0.243280,0.227151,0.220430,0.224462,0.211022,0.215054,0.217742,0.221774,0.221774,0.211022,0.219086,0.231183,0.223118,0.219086,0.217742,0.217742,0.215054,0.209677,0.208333,0.211022,0.201613,0.190860,0.198925,0.209677,0.208333,0.194892,0.196237,0.204301,0.198925,0.189516,0.193548,0.197581,0.200269,0.213710,0.231183,0.232527,0.233871,0.243280,0.256720,0.258065,0.248656,0.236559,0.225806,0.217742,0.198925,0.182796,0.182796,0.188172,0.185484,0.182796,0.192204,0.209677,0.288978,0.493280,0.780914,1.000000,0.854839,0.348118,0.000000,0.170699,0.256720,0.206989,0.188172,0.198925,0.194892,0.189516,0.201613,0.209677,0.212366,0.208333,0.217742,0.225806,0.227151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
