x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041,x042,x043,x044,x045,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057,x058,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,class
1.000000,0.882591,0.418354,0.033738,0.116059,0.259109,0.275304,0.267206,0.268556,0.264507,0.271255,0.276653,0.276653,0.268556,0.263158,0.269906,0.268556,0.267206,0.263158,0.272605,0.271255,0.268556,0.269906,0.284750,0.291498,0.290148,0.295547,0.306343,0.310391,0.309042,0.314440,0.322537,0.309042,0.298246,0.288799,0.284750,0.282051,0.269906,0.264507,0.272605,0.273954,0.263158,0.263158,0.271255,0.267206,0.265857,0.269906,0.272605,0.267206,0.256410,0.257760,0.259109,0.259109,0.251012,0.255061,0.269906,0.272605,0.267206,0.273954,0.284750,0.275304,0.261808,0.253711,0.253711,0.238866,0.217274,0.213225,0.218623,0.225371,0.224022,0.238866,0.256410,0.268556,0.280702,0.309042,0.342780,0.380567,0.495277,0.712551,0.917679,0.865047,0.462888,0.020243,0.000000,0.178138,0.217274,0.194332,0.198381,0.203779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.988550,0.641221,0.103053,0.099237,0.167939,0.125954,0.087786,0.083969,0.068702,0.068702,0.076336,0.076336,0.072519,0.061069,0.083969,0.083969,0.076336,0.076336,0.099237,0.106870,0.091603,0.099237,0.114504,0.103053,0.095420,0.099237,0.118321,0.110687,0.095420,0.099237,0.114504,0.118321,0.110687,0.125954,0.164122,0.175573,0.171756,0.156489,0.164122,0.152672,0.118321,0.110687,0.110687,0.103053,0.091603,0.083969,0.095420,0.091603,0.080153,0.083969,0.095420,0.099237,0.076336,0.080153,0.083969,0.087786,0.068702,0.061069,0.095420,0.114504,0.118321,0.118321,0.156489,0.171756,0.122137,0.099237,0.106870,0.103053,0.076336,0.049618,0.045802,0.053435,0.041985,0.038168,0.057252,0.041985,0.000000,0.187023,0.656489,1.000000,0.484733,0.015267,0.125954,0.171756,0.091603,0.068702,0.076336,0.076336,0.061069,0.061069,0.072519,0.076336,0.072519,0.080153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.679587,0.000000,0.067183,0.056848,0.100775,0.139535,0.136951,0.144703,0.144703,0.155039,0.155039,0.162791,0.162791,0.173127,0.170543,0.173127,0.175711,0.186047,0.204134,0.206718,0.214470,0.222222,0.227390,0.250646,0.268734,0.284238,0.304910,0.335917,0.354005,0.390181,0.423773,0.465116,0.490956,0.521964,0.552972,0.586563,0.586563,0.568475,0.501292,0.423773,0.351421,0.276486,0.214470,0.180879,0.152455,0.129199,0.116279,0.111111,0.105943,0.100775,0.095607,0.095607,0.095607,0.100775,0.100775,0.095607,0.103359,0.103359,0.098191,0.108527,0.103359,0.103359,0.103359,0.105943,0.100775,0.105943,0.098191,0.105943,0.100775,0.100775,0.095607,0.098191,0.098191,0.098191,0.095607,0.100775,0.093023,0.098191,0.095607,0.098191,0.105943,0.108527,0.121447,0.134367,0.139535,0.149871,0.152455,0.134367,0.126615,0.111111,0.103359,0.111111,0.103359,0.108527,0.111111,0.118863,0.121447,0.142119,0.124031,0.108527,0.273902,0.782946,0.981912,0.372093,0.059432,0.080103,0.093023,0.149871,0.149871,0.155039,0.155039,0.167959,0.165375,0.178295,0.178295,0.186047,0.193798,0.201550,0.201550,0.214470,0.224806,0.242894,0.248062,0.271318,0
0.948387,0.941935,0.383871,0.033871,0.251613,0.314516,0.317742,0.333871,0.333871,0.327419,0.325806,0.338710,0.343548,0.346774,0.346774,0.356452,0.369355,0.370968,0.370968,0.374194,0.391935,0.396774,0.400000,0.409677,0.419355,0.427419,0.429032,0.443548,0.459677,0.461290,0.466129,0.475806,0.487097,0.487097,0.493548,0.495161,0.490323,0.467742,0.438710,0.417742,0.400000,0.383871,0.366129,0.361290,0.362903,0.353226,0.346774,0.350000,0.353226,0.350000,0.343548,0.351613,0.364516,0.362903,0.361290,0.369355,0.382258,0.380645,0.372581,0.377419,0.379032,0.377419,0.372581,0.369355,0.375806,0.370968,0.361290,0.366129,0.367742,0.356452,0.353226,0.351613,0.351613,0.354839,0.348387,0.341935,0.348387,0.346774,0.343548,0.346774,0.353226,0.345161,0.338710,0.341935,0.346774,0.345161,0.332258,0.340323,0.350000,0.346774,0.350000,0.361290,0.375806,0.379032,0.387097,0.383871,0.382258,0.375806,0.364516,0.353226,0.351613,0.356452,0.354839,0.369355,0.438710,0.608065,0.896774,1.000000,0.559677,0.000000,0.151613,0.303226,0.320968,0.337097,0.337097,0.335484,0.343548,0.346774,0.348387,0.350000,0.362903,0.369355,0.370968,0.377419,0.388710,0
1.000000,0.941368,0.557003,0.342020,0.371336,0.364821,0.358306,0.338762,0.338762,0.328990,0.338762,0.332248,0.348534,0.342020,0.358306,0.345277,0.358306,0.351792,0.364821,0.358306,0.381107,0.374593,0.377850,0.387622,0.407166,0.407166,0.436482,0.446254,0.469055,0.469055,0.488599,0.485342,0.508143,0.491857,0.482085,0.459283,0.439739,0.410423,0.407166,0.381107,0.377850,0.358306,0.374593,0.361564,0.364821,0.358306,0.364821,0.351792,0.364821,0.351792,0.368078,0.358306,0.361564,0.351792,0.361564,0.358306,0.358306,0.351792,0.361564,0.351792,0.358306,0.348534,0.358306,0.345277,0.351792,0.342020,0.345277,0.342020,0.348534,0.338762,0.348534,0.335505,0.345277,0.335505,0.348534,0.335505,0.342020,0.332248,0.332248,0.335505,0.345277,0.338762,0.342020,0.335505,0.342020,0.332248,0.348534,0.345277,0.355049,0.345277,0.361564,0.351792,0.358306,0.348534,0.355049,0.355049,0.355049,0.348534,0.368078,0.390879,0.478827,0.550489,0.566775,0.403909,0.120521,0.000000,0.097720,0.114007,0.143322,0.162866,0.143322,0.127036,0.224756,0.361564,0.436482,0.449511,0.488599,0.491857,0.530945,0.514658,0.530945,0.511401,0.530945,0.498371,0.517915,0
1.000000,0.972163,0.578158,0.179872,0.079229,0.079229,0.089936,0.098501,0.092077,0.079229,0.074946,0.085653,0.083512,0.070664,0.064240,0.070664,0.068522,0.053533,0.051392,0.053533,0.053533,0.040685,0.036403,0.036403,0.032120,0.017131,0.010707,0.004283,0.010707,0.000000,0.004283,0.014989,0.027837,0.034261,0.053533,0.089936,0.107066,0.117773,0.126338,0.134904,0.137045,0.128480,0.126338,0.132762,0.126338,0.124197,0.124197,0.128480,0.128480,0.119914,0.115632,0.124197,0.119914,0.111349,0.111349,0.115632,0.117773,0.115632,0.117773,0.126338,0.128480,0.122056,0.130621,0.137045,0.147752,0.152034,0.156317,0.169165,0.179872,0.188437,0.197002,0.209850,0.203426,0.188437,0.162741,0.162741,0.149893,0.126338,0.122056,0.126338,0.128480,0.126338,0.130621,0.147752,0.173448,0.239829,0.379015,0.597430,0.817987,0.942184,0.967880,0.627409,0.190578,0.070664,0.081370,0.089936,0.094218,0.087794,0.081370,0.083512,0.079229,0.074946,0.068522,0.074946,0.072805,0.059957,0.053533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.919132,0.710059,0.528600,0.303748,0.155819,0.033531,0.013807,0.021696,0.031558,0.076923,0.110454,0.132150,0.159763,0.169625,0.177515,0.175542,0.169625,0.165680,0.163708,0.159763,0.153846,0.153846,0.151874,0.151874,0.149901,0.145957,0.155819,0.159763,0.169625,0.181460,0.199211,0.213018,0.222880,0.248521,0.264300,0.284024,0.295858,0.315582,0.323471,0.339251,0.353057,0.355030,0.358974,0.358974,0.362919,0.357002,0.351085,0.341223,0.345168,0.345168,0.349112,0.341223,0.341223,0.335306,0.353057,0.357002,0.353057,0.353057,0.353057,0.358974,0.351085,0.317554,0.293886,0.268245,0.270217,0.262327,0.264300,0.268245,0.266272,0.266272,0.264300,0.266272,0.268245,0.270217,0.274162,0.276134,0.278107,0.280079,0.280079,0.280079,0.280079,0.260355,0.280079,0.404339,0.558185,0.666667,0.822485,0.960552,0.984221,0.940828,0.731755,0.538462,0.325444,0.142012,0.025641,0.000000,0.013807,0.019724,0.069034,0.104536,0.116371,0.145957,0.159763,0.167653,0.169625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.880759,0.823848,0.360434,0.000000,0.016260,0.073171,0.062331,0.065041,0.027100,0.021680,0.032520,0.035230,0.048780,0.029810,0.027100,0.027100,0.016260,0.037940,0.005420,0.018970,0.027100,0.048780,0.062331,0.070461,0.056911,0.075881,0.113821,0.089431,0.105691,0.154472,0.111111,0.132791,0.135501,0.149051,0.157182,0.154472,0.146341,0.143631,0.121951,0.116531,0.135501,0.092141,0.084011,0.081301,0.089431,0.081301,0.059621,0.065041,0.067751,0.065041,0.070461,0.081301,0.102981,0.084011,0.089431,0.097561,0.124661,0.121951,0.108401,0.132791,0.119241,0.127371,0.108401,0.116531,0.084011,0.097561,0.097561,0.100271,0.094851,0.105691,0.086721,0.100271,0.102981,0.108401,0.097561,0.092141,0.081301,0.105691,0.078591,0.100271,0.081301,0.094851,0.092141,0.097561,0.108401,0.113821,0.094851,0.111111,0.119241,0.105691,0.105691,0.094851,0.108401,0.116531,0.094851,0.111111,0.094851,0.081301,0.089431,0.113821,0.116531,0.119241,0.108401,0.108401,0.113821,0.170732,0.246612,0.439024,0.742547,1.000000,0.766938,0.276423,0.016260,0.073171,0.084011,0.081301,0.062331,0.051491,0.046070,0.059621,0.040650,0.048780,0.046070,0.059621,0.054201,0
1.000000,0.884977,0.161972,0.014085,0.112676,0.126761,0.129108,0.119718,0.115023,0.107981,0.112676,0.105634,0.119718,0.117371,0.124413,0.126761,0.124413,0.124413,0.136150,0.133803,0.145540,0.154930,0.171362,0.173709,0.197183,0.206573,0.234742,0.253521,0.288732,0.300469,0.335681,0.347418,0.361502,0.356808,0.373239,0.356808,0.345070,0.309859,0.291080,0.253521,0.239437,0.211268,0.199531,0.183099,0.187793,0.169014,0.180751,0.169014,0.173709,0.169014,0.178404,0.173709,0.178404,0.180751,0.190141,0.178404,0.187793,0.178404,0.180751,0.180751,0.180751,0.176056,0.183099,0.169014,0.176056,0.169014,0.166667,0.157277,0.161972,0.150235,0.157277,0.147887,0.154930,0.140845,0.147887,0.140845,0.143192,0.138498,0.143192,0.133803,0.140845,0.126761,0.143192,0.138498,0.152582,0.154930,0.171362,0.171362,0.180751,0.176056,0.183099,0.164319,0.157277,0.159624,0.154930,0.140845,0.126761,0.117371,0.115023,0.100939,0.115023,0.110329,0.110329,0.107981,0.110329,0.093897,0.061033,0.117371,0.356808,0.741784,0.948357,0.521127,0.028169,0.000000,0.122066,0.103286,0.115023,0.093897,0.105634,0.096244,0.098592,0.091549,0.096244,0.093897,0.103286,0
1.000000,0.832891,0.668435,0.408488,0.302387,0.161804,0.092838,0.042440,0.023873,0.000000,0.026525,0.029178,0.031830,0.026525,0.037135,0.031830,0.050398,0.031830,0.047745,0.037135,0.045093,0.034483,0.037135,0.034483,0.047745,0.039788,0.063660,0.076923,0.100796,0.111406,0.145889,0.167109,0.193634,0.196286,0.220159,0.206897,0.214854,0.183024,0.177719,0.164456,0.175066,0.156499,0.159151,0.148541,0.159151,0.148541,0.148541,0.137931,0.148541,0.129973,0.145889,0.140584,0.143236,0.129973,0.143236,0.135279,0.137931,0.140584,0.156499,0.132626,0.148541,0.143236,0.156499,0.153846,0.161804,0.167109,0.201592,0.183024,0.230769,0.241379,0.267905,0.254642,0.249337,0.198939,0.151194,0.116711,0.124668,0.108753,0.124668,0.129973,0.143236,0.137931,0.148541,0.129973,0.145889,0.135279,0.291777,0.543767,0.798409,0.931035,0.909814,0.708223,0.480106,0.336870,0.217507,0.137931,0.079576,0.055703,0.055703,0.029178,0.047745,0.047745,0.058355,0.045093,0.061008,0.053050,0.061008,0.053050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
