x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041,x042,x043,x044,x045,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057,x058,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,class
0.988550,0.641221,0.103053,0.099237,0.167939,0.125954,0.087786,0.083969,0.068702,0.068702,0.076336,0.076336,0.072519,0.061069,0.083969,0.083969,0.076336,0.076336,0.099237,0.106870,0.091603,0.099237,0.114504,0.103053,0.095420,0.099237,0.118321,0.110687,0.095420,0.099237,0.114504,0.118321,0.110687,0.125954,0.164122,0.175573,0.171756,0.156489,0.164122,0.152672,0.118321,0.110687,0.110687,0.103053,0.091603,0.083969,0.095420,0.091603,0.080153,0.083969,0.095420,0.099237,0.076336,0.080153,0.083969,0.087786,0.068702,0.061069,0.095420,0.114504,0.118321,0.118321,0.156489,0.171756,0.122137,0.099237,0.106870,0.103053,0.076336,0.049618,0.045802,0.053435,0.041985,0.038168,0.057252,0.041985,0.000000,0.187023,0.656489,1.000000,0.484733,0.015267,0.125954,0.171756,0.091603,0.068702,0.076336,0.076336,0.061069,0.061069,0.072519,0.076336,0.072519,0.080153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.919132,0.710059,0.528600,0.303748,0.155819,0.033531,0.013807,0.021696,0.031558,0.076923,0.110454,0.132150,0.159763,0.169625,0.177515,0.175542,0.169625,0.165680,0.163708,0.159763,0.153846,0.153846,0.151874,0.151874,0.149901,0.145957,0.155819,0.159763,0.169625,0.181460,0.199211,0.213018,0.222880,0.248521,0.264300,0.284024,0.295858,0.315582,0.323471,0.339251,0.353057,0.355030,0.358974,0.358974,0.362919,0.357002,0.351085,0.341223,0.345168,0.345168,0.349112,0.341223,0.341223,0.335306,0.353057,0.357002,0.353057,0.353057,0.353057,0.358974,0.351085,0.317554,0.293886,0.268245,0.270217,0.262327,0.264300,0.268245,0.266272,0.266272,0.264300,0.266272,0.268245,0.270217,0.274162,0.276134,0.278107,0.280079,0.280079,0.280079,0.280079,0.260355,0.280079,0.404339,0.558185,0.666667,0.822485,0.960552,0.984221,0.940828,0.731755,0.538462,0.325444,0.142012,0.025641,0.000000,0.013807,0.019724,0.069034,0.104536,0.116371,0.145957,0.159763,0.167653,0.169625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.884977,0.161972,0.014085,0.112676,0.126761,0.129108,0.119718,0.115023,0.107981,0.112676,0.105634,0.119718,0.117371,0.124413,0.126761,0.124413,0.124413,0.136150,0.133803,0.145540,0.154930,0.171362,0.173709,0.197183,0.206573,0.234742,0.253521,0.288732,0.300469,0.335681,0.347418,0.361502,0.356808,0.373239,0.356808,0.345070,0.309859,0.291080,0.253521,0.239437,0.211268,0.199531,0.183099,0.187793,0.169014,0.180751,0.169014,0.173709,0.169014,0.178404,0.173709,0.178404,0.180751,0.190141,0.178404,0.187793,0.178404,0.180751,0.180751,0.180751,0.176056,0.183099,0.169014,0.176056,0.169014,0.166667,0.157277,0.161972,0.150235,0.157277,0.147887,0.154930,0.140845,0.147887,0.140845,0.143192,0.138498,0.143192,0.133803,0.140845,0.126761,0.143192,0.138498,0.152582,0.154930,0.171362,0.171362,0.180751,0.176056,0.183099,0.164319,0.157277,0.159624,0.154930,0.140845,0.126761,0.117371,0.115023,0.100939,0.115023,0.110329,0.110329,0.107981,0.110329,0.093897,0.061033,0.117371,0.356808,0.741784,0.948357,0.521127,0.028169,0.000000,0.122066,0.103286,0.115023,0.093897,0.105634,0.096244,0.098592,0.091549,0.096244,0.093897,0.103286,0
1.000000,0.832891,0.668435,0.408488,0.302387,0.161804,0.092838,0.042440,0.023873,0.000000,0.026525,0.029178,0.031830,0.026525,0.037135,0.031830,0.050398,0.031830,0.047745,0.037135,0.045093,0.034483,0.037135,0.034483,0.047745,0.039788,0.063660,0.076923,0.100796,0.111406,0.145889,0.167109,0.193634,0.196286,0.220159,0.206897,0.214854,0.183024,0.177719,0.164456,0.175066,0.156499,0.159151,0.148541,0.159151,0.148541,0.148541,0.137931,0.148541,0.129973,0.145889,0.140584,0.143236,0.129973,0.143236,0.135279,0.137931,0.140584,0.156499,0.132626,0.148541,0.143236,0.156499,0.153846,0.161804,0.167109,0.201592,0.183024,0.230769,0.241379,0.267905,0.254642,0.249337,0.198939,0.151194,0.116711,0.124668,0.108753,0.124668,0.129973,0.143236,0.137931,0.148541,0.129973,0.145889,0.135279,0.291777,0.543767,0.798409,0.931035,0.909814,0.708223,0.480106,0.336870,0.217507,0.137931,0.079576,0.055703,0.055703,0.029178,0.047745,0.047745,0.058355,0.045093,0.061008,0.053050,0.061008,0.053050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.798898,0.661157,0.435262,0.308540,0.170799,0.085399,0.038567,0.019284,0.008264,0.019284,0.016529,0.027548,0.016529,0.033058,0.024793,0.024793,0.027548,0.030303,0.033058,0.016529,0.022039,0.035813,0.033058,0.044077,0.046832,0.074380,0.090909,0.107438,0.110193,0.134986,0.154270,0.181818,0.198347,0.217631,0.214876,0.212121,0.198347,0.190083,0.176309,0.170799,0.148760,0.154270,0.146006,0.148760,0.140496,0.137741,0.129477,0.134986,0.129477,0.129477,0.118457,0.123967,0.126722,0.132231,0.121212,0.126722,0.121212,0.134986,0.129477,0.132231,0.137741,0.137741,0.140496,0.146006,0.129477,0.146006,0.159780,0.184573,0.192837,0.209366,0.231405,0.239669,0.250689,0.234160,0.220386,0.159780,0.107438,0.096419,0.096419,0.101928,0.099174,0.112948,0.104683,0.123967,0.123967,0.123967,0.115702,0.148760,0.363636,0.696970,0.933884,0.969697,0.746556,0.520661,0.341598,0.206612,0.107438,0.044077,0.016529,0.005510,0.000000,0.011019,0.008264,0.013774,0.024793,0.022039,0.013774,0.022039,0.016529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.847134,0.240446,0.017516,0.240446,0.329618,0.307325,0.299363,0.302548,0.299363,0.302548,0.308917,0.308917,0.304140,0.302548,0.304140,0.310510,0.310510,0.308917,0.312102,0.315287,0.313694,0.308917,0.316879,0.318471,0.321656,0.312102,0.323248,0.324841,0.328025,0.326433,0.332803,0.339172,0.343949,0.343949,0.348726,0.356688,0.356688,0.363057,0.372611,0.371019,0.374204,0.374204,0.380573,0.377389,0.366242,0.350318,0.340764,0.324841,0.307325,0.299363,0.296178,0.288217,0.281847,0.275478,0.278662,0.275478,0.272293,0.267516,0.273885,0.278662,0.275478,0.275478,0.286624,0.288217,0.285032,0.288217,0.297771,0.300955,0.294586,0.289809,0.294586,0.294586,0.288217,0.281847,0.283439,0.288217,0.280255,0.280255,0.283439,0.286624,0.281847,0.277070,0.281847,0.281847,0.275478,0.277070,0.286624,0.302548,0.302548,0.313694,0.328025,0.332803,0.324841,0.324841,0.323248,0.315287,0.294586,0.278662,0.278662,0.283439,0.272293,0.272293,0.277070,0.278662,0.277070,0.273885,0.285032,0.288217,0.291401,0.297771,0.337580,0.519108,0.880573,0.984076,0.439490,0.000000,0.211783,0.351911,0.328025,0.307325,0.310510,0.312102,0.312102,0.320064,0
0.988636,0.840909,0.231061,0.071970,0.185606,0.170455,0.140152,0.136364,0.125000,0.109848,0.109848,0.121212,0.121212,0.113636,0.109848,0.128788,0.121212,0.121212,0.128788,0.147727,0.140152,0.132576,0.136364,0.151515,0.147727,0.143939,0.143939,0.159091,0.162879,0.155303,0.159091,0.174242,0.174242,0.178030,0.193182,0.215909,0.231061,0.227273,0.227273,0.227273,0.204545,0.178030,0.170455,0.151515,0.143939,0.128788,0.128788,0.140152,0.125000,0.109848,0.106061,0.128788,0.125000,0.106061,0.106061,0.109848,0.106061,0.098485,0.094697,0.106061,0.094697,0.090909,0.090909,0.102273,0.098485,0.083333,0.087121,0.094697,0.094697,0.087121,0.125000,0.140152,0.128788,0.147727,0.136364,0.125000,0.121212,0.106061,0.102273,0.102273,0.079545,0.068182,0.079545,0.090909,0.083333,0.056818,0.060606,0.310606,0.806818,1.000000,0.359848,0.000000,0.140152,0.155303,0.113636,0.109848,0.098485,0.083333,0.098485,0.102273,0.098485,0.087121,0.106061,0.121212,0.125000,0.109848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.987500,0.932500,0.491250,0.011250,0.151250,0.207500,0.136250,0.133750,0.130000,0.123750,0.130000,0.148750,0.145000,0.147500,0.150000,0.155000,0.160000,0.162500,0.180000,0.196250,0.195000,0.210000,0.236250,0.252500,0.266250,0.285000,0.301250,0.317500,0.318750,0.312500,0.297500,0.278750,0.237500,0.210000,0.190000,0.171250,0.153750,0.142500,0.145000,0.146250,0.135000,0.130000,0.137500,0.145000,0.138750,0.135000,0.142500,0.148750,0.145000,0.140000,0.141250,0.141250,0.137500,0.130000,0.141250,0.136250,0.128750,0.121250,0.123750,0.128750,0.121250,0.122500,0.135000,0.131250,0.120000,0.120000,0.123750,0.133750,0.146250,0.146250,0.151250,0.152500,0.156250,0.162500,0.168750,0.172500,0.165000,0.156250,0.137500,0.120000,0.113750,0.121250,0.123750,0.123750,0.116250,0.138750,0.252500,0.511250,0.851250,1.000000,0.711250,0.231250,0.000000,0.197500,0.187500,0.138750,0.136250,0.141250,0.137500,0.152500,0.153750,0.160000,0.167500,0.173750,0.170000,0.176250,0.188750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.761803,0.150215,0.000000,0.098712,0.126609,0.130901,0.120172,0.113734,0.111588,0.113734,0.105150,0.115880,0.103004,0.109442,0.107296,0.118026,0.111588,0.120172,0.122318,0.126609,0.126609,0.150215,0.152361,0.171674,0.180258,0.212446,0.221030,0.253219,0.270386,0.291846,0.298283,0.319743,0.321888,0.332618,0.315451,0.304721,0.278970,0.251073,0.218884,0.201717,0.180258,0.178112,0.167382,0.169528,0.158798,0.173820,0.160944,0.163090,0.167382,0.175966,0.173820,0.178112,0.173820,0.188841,0.184549,0.195279,0.186695,0.193133,0.180258,0.186695,0.175966,0.178112,0.160944,0.169528,0.150215,0.160944,0.145923,0.156652,0.145923,0.154506,0.141631,0.150215,0.145923,0.139485,0.137339,0.145923,0.135193,0.143777,0.135193,0.143777,0.135193,0.143777,0.141631,0.152361,0.143777,0.167382,0.169528,0.180258,0.184549,0.188841,0.190987,0.184549,0.158798,0.169528,0.169528,0.154506,0.141631,0.137339,0.128755,0.124464,0.118026,0.124464,0.120172,0.122318,0.120172,0.122318,0.070815,0.126609,0.343348,0.774678,0.972103,0.523605,0.021459,0.027897,0.128755,0.128755,0.126609,0.120172,0.109442,0.118026,0.105150,0.113734,0.109442,0.115880,0
1.000000,0.662791,0.502907,0.270349,0.186047,0.084302,0.061047,0.049419,0.031977,0.037791,0.043605,0.046512,0.052326,0.049419,0.046512,0.049419,0.052326,0.058140,0.043605,0.049419,0.043605,0.043605,0.049419,0.061047,0.072674,0.090116,0.110465,0.133721,0.154070,0.197674,0.206395,0.220930,0.215116,0.226744,0.209302,0.191860,0.186047,0.183140,0.174419,0.168605,0.162791,0.159884,0.162791,0.162791,0.151163,0.168605,0.177326,0.174419,0.177326,0.183140,0.171512,0.171512,0.165698,0.162791,0.156977,0.168605,0.165698,0.186047,0.209302,0.232558,0.229651,0.276163,0.299419,0.305233,0.258721,0.232558,0.139535,0.110465,0.113372,0.110465,0.107558,0.107558,0.107558,0.107558,0.127907,0.127907,0.119186,0.252907,0.590116,0.927326,0.921512,0.581395,0.360465,0.212209,0.113372,0.046512,0.000000,0.026163,0.011628,0.029070,0.023256,0.034884,0.043605,0.020349,0.043605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
